time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude
143711	-1110	-881	1509	3.440169	-6.393948	0.5453027	0	11.51	4003	-34	139	22	0	0.1372001	0.5600827	3	6	0	100
143825	-657	171	273	1.870407	-5.887228	-1.067382	0	11.51	4002	25	49	45	0	0.1372001	0.5592332	3	6	0	100
143919	952	-430	370	1.17366	-6.19068	-1.477946	0	11.51	4002	-93	56	53	0	0.1372001	0.560702	3	6	0	100
144032	-797	1022	-64	0.1863119	-4.169797	-0.7471828	0	11.51	4003	-22	-23	15	0	0.1372001	0.5630227	3	6	0	100
144139	-535	1342	-536	-0.6689207	-3.849874	0.07082106	0	11.51	4004	76	-249	3	0	0.1372001	0.5565171	3	6	0	100
144231	3260	1672	-98	1.028066	-4.94784	0.1474216	0	11.51	4003	-185	25	15	0	0.1372001	0.5524012	3	6	0	100
144344	914	3261	846	5.190929	-8.891628	-0.5846759	0	11.51	4004	42	38	11	0	0.1372001	0.5486178	3	6	0	100
144445	-94	187	-445	5.690831	-12.5645	-1.053271	0	11.51	4003	-39	-104	40	0	0.1372001	0.5360021	3	6	0	100
144545	973	-155	-32	5.577161	-11.9032	-0.9985328	0	11.34	4004	27	-44	26	0	0.1372001	0.5151854	3	6	0	100
144647	170	-880	30	6.359663	-9.549664	-0.9617564	0	11.34	4004	101	-187	20	0	0.1372001	0.5086652	3	6	0	100
144748	-1802	-1731	-1296	3.053231	-7.186873	-0.2971821	0	11.34	4002	-39	-182	13	0	0.1372001	0.4909178	3	6	0	100
144857	-518	105	-966	1.661708	-6.573107	-0.03321372	0	11.34	4003	128	-354	-2	0	0.1372001	0.4611762	3	6	0	100
144958	-211	4693	726	1.009537	-11.76638	-0.004431594	0	11.34	4003	-22	304	16	0	0.1372001	0.451493	3	6	0	100
145057	1015	2639	116	1.186957	-16.1472	0.9221413	0	11.34	4002	-36	209	-20	0	0.1372001	0.4448285	3	6	0	100
145173	-124	2032	202	2.947614	-17.94708	1.215451	0	11.34	4003	102	192	-16	0	0.1372001	0.4461999	3	6	0	100
145265	-206	-6116	-662	2.560485	-14.28623	1.249299	0	11.34	4003	154	-375	-28	0	0.1372001	0.4430564	3	6	0	100
145477	106	-1463	-579	0.5030133	-5.870304	-0.4308634	0	11.34	4002	-2	-307	11	0	0.1372001	0.4506298	3	6	0	100
145629	596	2332	-1175	1.404254	-9.133086	-0.09816877	0	11.06	4003	-95	98	21	0	0.1372001	0.4606033	3	6	0	100
145687	-1470	-300	-1475	1.439643	-10.74651	0.04834721	0	11.06	4004	149	-231	-6	0	0.1372001	0.4650098	3	6	0	100
145784	141	-1242	-1407	1.460641	-11.07987	1.650097	0	11.06	4004	23	-64	-55	0	0.1372001	0.4755632	3	6	0	100
145882	1438	2050	204	2.531071	-12.44576	1.949064	0	11.06	4002	-68	175	-20	0	0.1372001	0.4812802	3	6	0	100
146049	-11	-1026	1100	2.260515	-8.504017	0.3198247	0	11.06	4002	-48	3	13	0	0.1372001	0.4993779	3	6	0	100
146172	-193	4089	-176	3.333988	-13.34076	0.2248022	0	11.06	4003	34	-102	-14	0	0.1372001	0.5143303	3	6	0	100
146211	-834	-387	-1648	3.468318	-14.62663	0.4451028	0	11.06	4003	47	-324	-14	0	0.1372001	0.5143303	3	6	0	100
146280	-616	-3688	-652	3.176803	-10.31237	1.22098	0	11.06	4004	123	-141	-41	0	0.1372001	0.5196561	3	6	0	100
146383	-161	-2824	-985	3.577813	-7.603058	1.485208	0	11.06	4004	109	-276	-36	0	0.1372001	0.5304977	3	6	0	100
146488	-2356	148	1660	2.360891	-6.768073	0.3500991	0	11.8	4003	-28	188	20	0	0.1372001	0.5405458	3	6	0	100
146590	1079	-1488	-196	-0.2432054	-4.208014	0.06377833	0	11.8	4004	-56	80	19	0	0.1372001	0.5484566	3	6	0	100
146727	-31	1195	-422	0.692995	-4.634308	-0.03491849	0	11.8	4002	-37	43	25	0	0.1372001	0.5566589	3	6	0	100
146872	1677	-348	-430	1.12366	-5.224136	0.6041335	0	11.8	4003	-100	-96	-1	0	0.1372001	0.5607046	3	6	0	100
146932	413	456	-1139	2.668419	-5.878189	0.6338168	0	11.8	4003	-19	-126	-21	0	0.1372001	0.5646856	3	6	0	100
147001	2457	749	-1142	4.440343	-9.045874	1.06499	0	11.8	4002	47	-145	-29	0	0.1372001	0.5652906	3	6	0	100
147110	1606	-460	-722	6.832797	-9.234275	2.098552	0	11.8	4003	-72	34	-42	0	0.1372001	0.568176	3	6	0	100
147274	-578	1102	397	7.000641	-11.72894	2.819182	0	11.8	4002	-93	274	-62	0	0.1372001	0.5765578	3	6	0	100
147359	-1953	367	596	6.299325	-13.75018	2.030977	0	11.8	4002	54	-21	-22	0	0.1372001	0.5899212	3	6	0	100
147472	-442	-2745	-1765	3.19366	-9.856204	1.571253	0	11.29	4004	-98	217	-23	0	0.1372001	0.5984969	3	6	0	100
147579	-785	271	-1146	2.686996	-11.65167	2.895342	0	11.29	4003	22	135	-71	0	0.1372001	0.6015886	3	6	0	100
147617	-776	-2299	-1271	2.407171	-11.66386	3.230613	0	11.29	4004	60	-222	-77	0	0.1372001	0.6022483	3	6	0	100
147776	-461	-19	1501	0.4673838	-7.060964	1.987541	0	11.29	4002	35	-135	-32	0	0.1372001	0.6067224	3	6	0	100
147850	622	694	675	0.395307	-6.864225	1.746254	0	11.29	4003	99	-400	-49	0	0.1372001	0.6065853	3	6	0	100
147957	-809	-44	-210	0.0153302	-8.93348	1.51324	0	11.29	4002	39	382	-27	0	0.1372001	0.609699	3	6	0	100
148031	735	574	1024	1.542479	-8.818568	1.13323	0	11.29	4003	5	-135	-25	0	0.1372001	0.6082217	3	6	0	100
148186	-376	2795	1022	1.869934	-10.46958	0.7318755	0	11.29	4004	-56	249	11	0	0.1372001	0.6156806	3	6	0	100
148295	2544	2723	957	4.278367	-11.467	0.3349769	0	11.29	4002	9	-31	-10	0	0.1372001	0.6279883	3	6	0	100
148410	1697	3246	-25	6.892117	-15.88634	0.7693516	0	11.29	4003	-167	103	-8	0	0.1372001	0.6376832	3	6	0	100
148442	1638	2856	-418	7.492436	-17.09619	1.238314	0	11.29	4002	-35	131	-38	0	0.1372001	0.6391279	3	6	0	100
148536	-1272	-1314	-2063	6.763965	-18.27766	2.651112	0	11.29	4003	156	-238	-65	0	0.1372001	0.6449442	3	6	0	100
148706	-291	-561	986	5.936528	-14.24323	3.237954	0	11.29	4003	-44	-81	-64	0	0.1372001	0.6387879	3	6	0	100
148852	71	-1531	-7	4.43308	-10.4748	1.599329	0	11.29	4004	-14	-2	-36	0	0.1372001	0.6300968	3	6	0	100
148965	-773	-561	-294	4.52966	-9.155677	1.257803	0	11.29	4003	58	-92	-25	5	0.1372001	0.6349135	3	6	0	100
149043	-374	-166	-154	3.202737	-8.221836	1.291298	0	11.29	4002	15	-68	-26	4	0.2691693	0.6358947	4	6	0	100
149145	-411	-787	-237	2.443034	-7.468951	1.136757	0	11.29	4003	11	-71	-17	3	0.4097745	0.6318787	4	6	0	100
149287	1899	1344	-483	3.752698	-7.884696	1.010484	0	11.97	4004	13	-200	-20	3	0.5062899	0.6255249	4	6	0	100
149363	1760	2343	256	7.337226	-13.05824	0.8513285	0	11.97	4004	-53	160	-6	2	0.5424859	0.6190994	4	6	0	100
149463	-1043	1275	734	7.227762	-17.4007	0.0776741	0	11.97	4003	-125	234	21	2	0.5442721	0.6147438	4	6	0	100
