time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude
94072	-20	23	-764	-0.909431	-0.4767496	-34.34376	0	10.72	4004	26	22	14	111	0.04153116	0.3717312	6	10	0.04	1800
94267	154	101	341	-0.8539742	-0.5207723	-34.38984	0	10.32	4004	39	6	15	120	0.04112783	0.3899381	6	10	0.04	1800
94355	47	63	995	-0.8868444	-0.4869725	-34.40276	0	10.32	4002	32	28	13	122	0.0395241	0.3854759	6	10	0.04	1800
94398	96	-269	224	-0.8696553	-0.4548593	-34.39104	0	10.32	4003	17	32	15	123	0.04022595	0.3816262	6	10	0.04	1800
94502	-125	-153	-392	-0.8717184	-0.5066605	-34.39609	0	10.32	4004	38	48	21	126	0.04103679	0.3731509	6	10	0.04	1800
94606	-224	0	378	-0.7566832	-0.2127092	-34.465	0	10.32	4003	9	-24	14	128	0.04145122	0.3670612	6	10	0.04	1800
94710	104	-192	73	-0.6580423	-0.2996012	-34.4484	0	10.32	4003	92	49	22	132	0.04172058	0.3632439	6	10	0.04	1800
94841	-13	-319	309	-0.4903598	-0.4148008	-34.52268	0	10.32	4003	12	43	0	135	0.04202485	0.3558367	6	10	0.04	1800
94945	-132	-7	-705	-0.4360657	-0.3925692	-34.52544	0	10.32	4002	-22	-32	14	139	0.04344494	0.3448697	6	10	0.04	1800
95073	-18	-66	349	-0.4423332	-0.4401162	-34.59311	0	10.94	4002	13	-17	14	144	0.04479216	0.3326496	6	10	0.04	1800
95126	58	-189	-108	-0.4888857	-0.540898	-34.76781	0	10.94	4004	12	54	28	146	0.04449755	0.3283778	6	10	0.04	1800
95261	151	-207	578	-0.4396967	-0.5400404	-34.92097	0	10.94	4004	67	51	31	149	0.04384636	0.3279565	6	10	0.04	1800
95351	47	27	-155	-0.4534772	-0.3082891	-34.94214	0	10.94	4002	-9	-20	24	152	0.04393676	0.335148	6	10	0.04	1800
95436	-170	-220	733	-0.5280539	-0.3262283	-34.98829	0	10.94	4003	38	13	24	154	0.0439957	0.3418674	6	10	0.04	1800
95533	260	-161	-29	-0.4701776	-0.2198561	-34.95809	0	10.94	4003	34	-22	28	157	0.04491101	0.3580763	6	10	0.04	1800
95643	33	-306	983	-0.4762638	-0.1097687	-35.03565	0	10.94	4003	113	56	30	161	0.04482402	0.36673	6	10	0.04	1800
95807	110	-56	-849	-0.4626181	0.0773842	-35.03251	0	10.94	4002	-41	-14	29	165	0.04478323	0.3712008	6	10	0.04	1800
95874	4	124	-590	-0.4212552	0.1626702	-35.20272	0	10.94	4003	6	-4	33	168	0.04487686	0.3745446	6	10	0.04	1800
96061	-12	-501	419	-0.4883087	0.4487023	-36.07968	0	10.43	4002	-7	-35	55	174	0.04525939	0.401245	6	10	0.04	1800
96157	-389	-373	-67	-0.5155587	0.8079091	-36.33766	0	10.43	4003	-51	29	63	175	0.04565357	0.4095783	6	10	0.04	1800
96261	-440	-1050	-378	-0.4252525	1.893098	-37.58873	0	10.43	4003	71	0	90	179	0.04678919	0.4109694	6	10	0.04	1800
96399	61	1200	-698	1.360255	0.2700526	-37.58523	0	10.43	4003	-152	23	87	183	0.04636471	0.4024434	6	10	0.04	1800
96483	874	871	504	3.017866	-0.1492112	-37.01877	0	10.43	4002	-170	241	85	186	0.04635336	0.4011948	6	10	0.04	1800
96582	569	1870	-2302	4.802396	-4.986793	-35.67473	0	10.43	4002	-81	-58	32	187	0.05236105	0.3986482	6	10	0.04	1800
96742	-1621	-1427	465	2.936867	-7.795892	-32.24746	0	10.43	4004	-115	-11	-30	193	0.06011133	0.4024524	6	10	0.04	1800
96765	-2994	-2800	54	1.526683	-6.429592	-32.59436	0	10.43	4004	0	-93	-7	194	0.0609602	0.4028417	6	10	0.04	1800
96971	-1309	91	-1065	-2.027209	-3.315381	-32.61234	0	10.72	4002	-43	-6	-45	203	0.05431714	0.4077219	6	10	0.04	1800
97003	-625	378	-1660	-2.307454	-3.600765	-32.09427	0	10.72	4004	-56	6	-60	204	0.05296713	0.4109728	6	10	0.04	1800
97123	-2312	120	-537	-3.773149	-3.47112	-30.68653	0	10.72	4002	93	-81	-69	205	0.05260709	0.4130487	6	10	0.04	1800
97222	-1135	223	647	-5.621493	-4.085454	-31.99169	0	10.72	4003	129	-114	-26	209	0.05483309	0.4135295	6	10	0.04	1800
97265	-1241	333	365	-5.826681	-4.527378	-32.40168	0	10.72	4003	105	-75	-11	210	0.05562668	0.4167559	6	10	0.04	1800
97368	1477	591	-966	-5.404217	-3.811921	-32.52328	0	10.72	4002	34	-12	-38	212	0.05695034	0.419883	6	10	0.04	1800
97523	1585	-96	784	-2.370321	-4.289828	-31.86527	0	10.72	4003	50	12	-55	217	0.05983303	0.427596	6	10	0.04	1800
97572	1260	1437	845	-0.2864416	-5.123641	-32.59819	0	10.72	4003	-62	19	-27	220	0.05902902	0.4276659	6	10	0.04	1800
97725	641	969	1136	4.219134	-5.682471	-33.14294	0	10.72	4003	-58	-198	-39	224	0.0537217	0.442626	6	10	0.04	1800
97804	375	1649	75	4.374258	-7.502891	-32.85685	0	10.04	4003	89	-121	-25	226	0.05384231	0.4499092	6	10	0.04	1800
97961	-744	-104	161	4.717913	-7.414289	-34.25836	0	10.04	4002	-87	-9	18	228	0.06976974	0.4581847	6	10	0.04	1800
97989	-114	-101	851	4.717913	-7.414289	-34.25836	0	10.04	4002	-87	-9	18	228	0.07486637	0.4585855	6	10	0.04	1800
98102	-311	890	36	3.717848	-8.562282	-34.54251	0	10.04	4002	19	0	9	232	0.08905663	0.4620444	6	10	0.04	1800
98235	-535	949	-181	2.8088	-8.780769	-34.22271	0	10.04	4003	61	-14	8	236	0.1032478	0.4606744	6	10	0.04	1800
98370	-356	-345	10	3.994677	-10.51656	-33.61496	0	10.04	4004	-4	-50	-12	242	0.112475	0.4418353	6	10	0.04	1800
98441	-3194	-2133	-125	1.056893	-8.197145	-33.42984	0	10.04	4003	-21	-74	-12	244	0.1144356	0.4373327	6	10	0.04	1800
98543	415	850	721	-2.200153	-6.957818	-33.39814	0	10.04	4003	-94	-9	-5	250	0.1081491	0.4365788	6	10	0.04	1800
98674	-1270	-1678	-498	-3.650048	-5.650461	-32.84693	0	10.04	4003	7	66	-27	253	0.102535	0.4497992	6	10	0.04	1800
98773	-48	-100	582	-4.318592	-4.807001	-32.87969	0	10.49	4003	-55	45	-32	254	0.1032663	0.4552449	6	10	0.04	1800
98921	-22	-875	-585	-2.005917	-3.634623	-33.90306	0	10.49	4004	103	-34	5	256	0.1160409	0.4635896	6	10	0.04	1800
99029	2343	3152	263	1.486402	-7.201385	-33.98333	0	10.49	4003	-64	25	5	256	0.1426332	0.4718861	6	10	0.04	1800
99126	54	-93	250	2.878014	-9.662919	-33.78943	0	10.49	4002	52	-227	9	3619	0.1653365	0.4776112	5	10	0.04	1800
99215	-874	-2434	-1022	-0.4507349	-6.87126	-32.84673	0	10.49	4003	20	-182	-44	290	0.195474	0.4996674	5	10	0.04	1800
99279	-730	2885	1984	0.1735845	-7.334637	-33.17503	0	10.49	4003	-1	-103	-23	284	0.2251814	0.5133768	5	10	0.04	1800
